pasada,pattern_file,point_index,slope_percent,lat,lon,ele,window_length_m
4d,4d_pattern,544,46.76,43.349811,-4.856696,802.6,6.7
4d,4d_pattern,545,36.52,43.349839,-4.856709,803.8,3.3
4d,4d_pattern,547,56.86,43.349907,-4.856643,808.3,9.5
4d,4d_pattern,548,40.66,43.34996,-4.856639,810.7,5.9
4d,4d_pattern,550,44.95,43.350055,-4.856627,814.9,5.3
4d,4d_pattern,552,39.87,43.350144,-4.856737,819.0,6.5
4d,4d_pattern,556,35.80,43.350291,-4.856987,824.3,3.9
4d,4d_pattern,557,42.39,43.350304,-4.856972,825.1,1.9
4d,4d_pattern,574,35.00,43.350396,-4.855504,852.8,5.5
4d,4d_pattern,586,44.13,43.350883,-4.855945,869.0,6.1
4d,4d_pattern,595,38.12,43.351217,-4.855834,876.7,8.2
4d,4d_pattern,597,48.39,43.351291,-4.855835,879.8,8.2
4d,4d_pattern,599,65.92,43.351381,-4.855834,884.8,5.0
4d,4d_pattern,614,40.15,43.351965,-4.855099,905.6,5.7
4d,4d_pattern,616,43.84,43.352059,-4.855082,909.9,6.2
4d,4d_pattern,624,52.18,43.352385,-4.855487,925.6,10.0
4d,4d_pattern,625,35.73,43.352405,-4.855435,927.3,4.8
4d,4d_pattern,692,36.63,43.353505,-4.848296,966.0,9.8
4d,4d_pattern,702,-50.98,43.353343,-4.847922,962.7,8.8
4d,4d_pattern,707,59.35,43.353283,-4.847857,963.5,8.9
4d,4d_pattern,708,-38.02,43.353282,-4.847818,962.3,3.2
4d,4d_pattern,741,-58.29,43.352752,-4.846389,968.5,7.0
4d,4d_pattern,743,-37.61,43.352709,-4.846309,966.0,8.3
4d,4d_pattern,771,67.04,43.351619,-4.845148,982.9,5.1
4d,4d_pattern,791,-55.55,43.352587,-4.844005,997.8,7.9
4d,4d_pattern,792,-52.04,43.352626,-4.843899,992.8,9.6
4d,4d_pattern,795,-45.97,43.352803,-4.843687,979.1,8.5
4d,4d_pattern,796,-60.71,43.35288,-4.843684,973.9,8.6
4d,4d_pattern,797,-59.82,43.352934,-4.843639,969.7,7.0
4d,4d_pattern,799,-49.73,43.353044,-4.843431,959.2,9.7
4d,4d_pattern,804,-44.96,43.353102,-4.843082,949.1,6.9
4d,4d_pattern,815,-46.08,43.353097,-4.841957,948.4,7.2
4d,4d_pattern,826,48.72,43.352878,-4.84086,938.8,4.9
4d,4d_pattern,829,38.97,43.352917,-4.840686,940.4,3.1
4d,4d_pattern,843,-41.88,43.352847,-4.839675,933.3,8.6
4d,4d_pattern,861,43.89,43.353899,-4.838473,953.7,5.5
4d,4d_pattern,881,-44.09,43.354344,-4.836473,952.0,7.3
4d,4d_pattern,900,37.96,43.354561,-4.834867,956.6,6.6
4d,4d_pattern,1047,-38.21,43.34967,-4.816182,947.1,8.4
4d,4d_pattern,1085,35.32,43.350757,-4.813811,968.8,7.9
4d,4d_pattern,1097,39.05,43.3512,-4.813182,989.0,9.2
4d,4d_pattern,1102,40.75,43.351203,-4.812937,994.2,4.5
4d,4d_pattern,1103,52.98,43.351203,-4.812923,994.8,1.1
4d,4d_pattern,1128,-36.29,43.352064,-4.810663,991.6,8.8
4d,4d_pattern,1154,-49.19,43.352669,-4.80771,973.3,4.7
4d,4d_pattern,1177,-62.68,43.35295,-4.805061,991.4,9.5
4d,4d_pattern,1182,41.15,43.352824,-4.804806,995.7,6.8
4d,4d_pattern,1183,40.15,43.35279,-4.804741,998.3,6.5
4d,4d_pattern,1192,41.52,43.352618,-4.804091,1015.2,5.1
4d,4d_pattern,1194,46.66,43.352597,-4.804009,1017.7,7.1
4d,4d_pattern,1196,48.92,43.352594,-4.803877,1021.0,3.1
4d,4d_pattern,1199,38.76,43.352593,-4.803651,1027.2,9.5
4d,4d_pattern,1213,-44.32,43.352316,-4.802726,1035.7,6.5
4d,4d_pattern,1226,-55.84,43.352212,-4.801595,1028.8,7.3
4d,4d_pattern,1227,-80.05,43.352177,-4.801514,1022.7,7.6
4d,4d_pattern,1228,-41.08,43.35218,-4.801463,1021.0,4.1
4d,4d_pattern,1244,38.74,43.351962,-4.800312,1020.5,6.7
4d,4d_pattern,1246,41.53,43.351909,-4.80017,1024.4,5.5
4d,4d_pattern,1252,37.94,43.351952,-4.799619,1039.0,8.2
4d,4d_pattern,1292,35.99,43.351552,-4.796244,1070.0,8.1
4d,4d_pattern,1309,-36.70,43.351732,-4.794718,1069.8,6.0
4d,4d_pattern,1314,-39.68,43.351866,-4.794127,1064.1,8.8
4d,4d_pattern,1355,48.30,43.351109,-4.790619,1081.5,8.7
4d,4d_pattern,1399,-42.09,43.35023,-4.78705,1072.9,4.0
4d,4d_pattern,1403,-37.71,43.350092,-4.78692,1066.1,9.3
4d,4d_pattern,1404,-35.48,43.350052,-4.786823,1062.9,9.0
4d,4d_pattern,1421,-36.90,43.3493,-4.78555,1058.2,4.9
4d,4d_pattern,1465,-40.07,43.350746,-4.78372,1059.5,8.7
4d,4d_pattern,1481,-41.21,43.350922,-4.782042,1066.1,7.0
4d,4d_pattern,1513,-46.88,43.350845,-4.779399,1094.2,6.8
4d,4d_pattern,1514,-40.47,43.350829,-4.779342,1092.2,4.9
4d,4d_pattern,1516,-46.29,43.350812,-4.779232,1089.5,9.3
4d,4d_pattern,1518,40.64,43.350797,-4.779122,1091.3,9.2
5,5_pattern,55,-2129.70,43.253847,-4.837784,262.1,8.4
5,5_pattern,65,40.98,43.254011,-4.837742,273.0,9.0
5,5_pattern,102,36.08,43.253329,-4.840209,303.2,8.8
5,5_pattern,169,35.85,43.252996,-4.84435,353.0,10.0
5,5_pattern,170,35.42,43.253008,-4.844368,353.7,2.0
5,5_pattern,173,65.91,43.253058,-4.844302,356.8,9.8
5,5_pattern,191,40.69,43.253166,-4.845145,376.0,9.6
5,5_pattern,195,42.96,43.253077,-4.84525,379.4,7.5
5,5_pattern,201,37.54,43.253063,-4.845437,384.2,8.4
5,5_pattern,204,40.83,43.253167,-4.845543,386.8,2.2
5,5_pattern,218,42.11,43.25341,-4.846342,399.2,6.2
5,5_pattern,290,56.13,43.252884,-4.85032,442.8,6.3
5,5_pattern,292,51.90,43.252946,-4.850363,445.7,8.1
5,5_pattern,294,42.67,43.252902,-4.850451,448.5,9.0
5,5_pattern,302,39.66,43.252656,-4.851411,459.8,3.3
5,5_pattern,315,39.07,43.252034,-4.852211,475.5,8.2
5,5_pattern,316,60.11,43.252021,-4.852228,476.7,2.0
5,5_pattern,412,-78.58,43.252859,-4.861836,461.6,6.0
5,5_pattern,414,-35.61,43.252879,-4.861885,460.1,4.6
5,5_pattern,419,-50.52,43.252925,-4.862119,456.0,7.2
5,5_pattern,424,-49.95,43.252972,-4.862334,451.9,8.0
5,5_pattern,426,-37.94,43.252978,-4.862383,450.4,4.1
5,5_pattern,428,-40.41,43.25297,-4.862428,449.1,3.8
5,5_pattern,429,-37.51,43.252965,-4.86245,448.4,1.9
5,5_pattern,431,-36.79,43.252977,-4.862496,447.1,4.2
5,5_pattern,439,-38.99,43.253346,-4.862575,441.2,8.9
5,5_pattern,442,-38.46,43.253291,-4.862602,439.1,6.5
5,5_pattern,443,-46.63,43.253278,-4.862607,438.4,1.5
5,5_pattern,444,-42.25,43.253265,-4.862617,437.7,1.7
5,5_pattern,445,-43.03,43.253253,-4.862622,437.1,1.4
5,5_pattern,446,-68.39,43.253246,-4.862627,436.5,0.9
5,5_pattern,447,-40.93,43.253233,-4.86263,435.9,1.5
5,5_pattern,700,167.33,43.251385,-4.873252,441.1,9.8
5,5_pattern,701,-121.90,43.251344,-4.873179,432.0,7.5
5,5_pattern,820,443.26,43.24988,-4.876996,441.1,5.5
5,5_pattern,821,-253.79,43.249837,-4.877099,416.7,9.6
5,5_pattern,1164,-96.95,43.236931,-4.890775,436.7,4.5
5,5_pattern,1189,-38.16,43.235989,-4.892318,441.1,5.0
5,5_pattern,1216,-117.54,43.23397,-4.890923,441.1,3.9
5,5_pattern,1217,82.36,43.233964,-4.890996,446.0,5.9
5,5_pattern,1224,-36.48,43.233857,-4.891337,446.0,7.3
5,5_pattern,1225,-68.27,43.233848,-4.891371,444.0,2.9
5,5_pattern,1226,-87.05,43.233841,-4.891411,441.1,3.3
5,5_pattern,1231,-202.18,43.233767,-4.891671,441.1,9.5
5,5_pattern,1234,157.07,43.233691,-4.891606,448.1,7.2
5,5_pattern,1287,170.18,43.231632,-4.892294,441.1,4.6
5,5_pattern,1288,-156.99,43.231596,-4.892329,433.4,4.9
5,5_pattern,1289,163.99,43.231554,-4.892335,441.1,4.7
5,5_pattern,1290,-169.05,43.231516,-4.892356,433.4,4.6
5,5_pattern,1294,86.48,43.231216,-4.892718,441.1,8.8
5,5_pattern,1295,-86.43,43.231174,-4.89281,433.5,8.8
5,5_pattern,1299,166.86,43.230973,-4.89318,441.1,4.5
5,5_pattern,1302,-111.17,43.23104,-4.893373,433.6,6.7
5,5_pattern,1348,252.57,43.227598,-4.894708,441.1,7.2
5,5_pattern,1349,-354.01,43.227576,-4.894724,431.3,2.8
5,5_pattern,1411,-122.44,43.224502,-4.896877,431.2,8.1
5,5_pattern,1479,345.22,43.22103,-4.896613,450.5,6.3
5,5_pattern,1485,-294.49,43.220698,-4.89669,431.7,9.6
5,5_pattern,1519,110.32,43.219551,-4.897926,441.1,6.4
5,5_pattern,1522,51.78,43.21941,-4.898702,439.0,5.8
6,6_pattern,74,-51.76,43.219445,-4.898649,436.0,5.8
6,6_pattern,77,-110.26,43.219577,-4.897855,434.0,6.4
6,6_pattern,111,294.48,43.220753,-4.896679,449.9,6.2
6,6_pattern,117,-345.19,43.221083,-4.896586,428.8,6.3
6,6_pattern,185,122.43,43.224574,-4.896863,441.1,8.1
6,6_pattern,247,353.96,43.227598,-4.894708,441.1,5.1
6,6_pattern,248,-252.55,43.227631,-4.894722,431.4,3.8
6,6_pattern,294,111.11,43.231006,-4.893304,441.1,6.7
6,6_pattern,297,-166.76,43.230985,-4.893127,433.6,9.2
6,6_pattern,301,86.39,43.231216,-4.892718,441.1,8.8
6,6_pattern,302,-86.46,43.231277,-4.892649,433.5,8.8
6,6_pattern,306,169.04,43.231554,-4.892335,441.1,4.6
6,6_pattern,307,-163.99,43.231596,-4.892329,433.4,4.7
6,6_pattern,308,156.95,43.231632,-4.892294,441.1,4.9
6,6_pattern,309,-170.10,43.231657,-4.892249,433.3,4.6
6,6_pattern,362,-156.99,43.233713,-4.891652,441.1,4.5
6,6_pattern,365,202.18,43.233798,-4.891667,448.1,9.7
6,6_pattern,370,86.99,43.233848,-4.891371,444.0,3.3
6,6_pattern,371,68.23,43.233857,-4.891337,446.0,2.9
6,6_pattern,372,36.47,43.233879,-4.891305,447.3,3.6
6,6_pattern,379,-82.31,43.23397,-4.890923,441.1,6.0
6,6_pattern,380,117.51,43.233997,-4.890892,445.7,3.9
6,6_pattern,407,38.15,43.236023,-4.892358,443.0,5.0
6,6_pattern,432,96.93,43.236965,-4.890744,441.1,4.5
6,6_pattern,775,253.65,43.24988,-4.876996,441.1,9.6
6,6_pattern,776,-443.13,43.249918,-4.876952,416.6,5.5
6,6_pattern,895,121.84,43.251385,-4.873252,441.1,7.5
6,6_pattern,896,-167.30,43.251428,-4.873284,432.0,5.4
6,6_pattern,1149,40.93,43.253246,-4.862627,436.5,6.2
6,6_pattern,1150,68.37,43.253253,-4.862622,437.1,0.9
6,6_pattern,1151,43.03,43.253265,-4.862617,437.7,1.4
6,6_pattern,1152,42.24,43.253278,-4.862607,438.4,1.7
6,6_pattern,1153,46.63,43.253291,-4.862602,439.1,1.5
6,6_pattern,1154,38.45,43.253306,-4.862593,439.8,1.8
6,6_pattern,1157,38.96,43.253348,-4.862553,441.9,6.5
6,6_pattern,1165,36.77,43.252966,-4.862478,447.8,7.8
6,6_pattern,1167,37.48,43.25297,-4.862428,449.1,4.1
6,6_pattern,1168,40.39,43.252975,-4.862411,449.7,1.5
6,6_pattern,1170,37.92,43.252979,-4.862357,451.2,4.4
6,6_pattern,1172,49.92,43.252968,-4.862315,452.7,3.6
6,6_pattern,1177,50.48,43.252925,-4.862097,456.9,8.5
6,6_pattern,1182,35.60,43.252868,-4.861866,460.8,6.9
6,6_pattern,1184,78.53,43.252859,-4.861825,462.3,3.5
6,6_pattern,1280,-60.09,43.252034,-4.852211,475.5,2.0
6,6_pattern,1281,-39.06,43.252057,-4.85219,474.3,3.1
6,6_pattern,1294,-39.64,43.252672,-4.851377,458.5,3.3
6,6_pattern,1302,-42.64,43.25291,-4.850409,447.0,3.5
6,6_pattern,1304,-51.88,43.252929,-4.850336,444.2,8.4
6,6_pattern,1306,-56.13,43.252906,-4.850314,441.4,7.7
6,6_pattern,1378,-42.08,43.253402,-4.846318,398.3,6.7
6,6_pattern,1392,-40.82,43.25315,-4.845529,385.9,7.9
6,6_pattern,1395,-37.53,43.253044,-4.845423,383.3,5.0
6,6_pattern,1401,-42.94,43.253088,-4.845229,378.5,5.7
6,6_pattern,1405,-40.66,43.253169,-4.845118,375.1,8.0
6,6_pattern,1423,-65.90,43.253043,-4.844289,355.5,5.0
6,6_pattern,1426,-35.41,43.252996,-4.84435,353.0,9.8
6,6_pattern,1427,-35.83,43.252992,-4.844316,352.0,2.8
6,6_pattern,1494,-36.06,43.253347,-4.840172,301.9,3.6
6,6_pattern,1531,-40.96,43.254039,-4.837688,270.8,5.4
6,6_pattern,1541,2128.93,43.253794,-4.837858,441.1,8.4
8,8_pattern,165,44.14,43.400735,-5.826444,162.0,4.1
9,9_pattern,165,44.14,43.400735,-5.826444,162.0,4.1
